"","X","user_name","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"106",106,"carlitos",1.05,7.42,-94.1,3,0.02,0,-0.02,-19,4,24,-3,596,-311,-132,17,-163,34,0,-0.02,-0.02,-288,110,-124,-363,339,515,12.55158748,-70.52027361,-84.97560794,37,0,-0.02,0,-233,45,-270,-566,292,-70,22.7,-63.5,-146,36,0.02,-0.02,-0.03,195,205,-214,-9,656,468,"A"
"108",108,"carlitos",1.07,7.44,-94,3,0.02,0,-0.03,-19,4,24,-3,605,-308,-132,16.9,-163,34,0.02,0,-0.03,-285,111,-123,-374,335,520,13.38245941,-70.81758832,-84.46500278,37,0,-0.02,-0.02,-234,48,-269,-562,295,-56,22.6,-63.5,-146,36,0.02,0,-0.02,191,203,-213,-12,650,468,"A"
"109",109,"carlitos",1.07,7.43,-94,3,0.02,0,-0.03,-19,4,24,-1,606,-310,-132,16.9,-163,34,0.02,0,-0.03,-286,110,-124,-368,337,511,12.82749458,-70.49031927,-84.93557392,37,0,-0.02,0,-233,46,-270,-555,293,-72,22.5,-63.5,-146,36,0.02,0,-0.02,192,202,-215,-12,654,457,"A"
"110",110,"carlitos",1.06,7.43,-94,3,0.02,0,-0.03,-19,4,24,-1,599,-309,-132,16.9,-163,34,0.02,0,-0.02,-289,111,-123,-365,347,514,13.02493063,-70.31756075,-85.05658246,37,0,-0.02,0,-234,47,-272,-561,293,-66,22.5,-63.5,-146,36,0.02,0.02,-0.02,192,205,-215,-10,656,462,"A"
"111",111,"carlitos",1.04,7.42,-94,3,0.02,0,-0.03,-20,3,25,-5,607,-305,-132,16.9,-163,34,0,0,-0.02,-290,110,-122,-361,340,513,12.50265881,-70.55410345,-84.95416453,37,0,-0.02,-0.02,-234,45,-271,-560,290,-49,22.4,-63.5,-146,36,0.02,0,0,191,205,-213,-10,655,471,"A"
"112",112,"carlitos",1.05,7.43,-94,3,0.02,0,-0.02,-20,3,27,-3,604,-306,-132,16.9,-163,34,0,0,-0.02,-288,109,-122,-365,337,517,12.45048376,-70.20100811,-85.31861742,37,0,-0.02,-0.02,-234,45,-273,-554,292,-61,22.3,-63.5,-146,36,0.02,0,-0.02,193,207,-215,-11,655,468,"A"
"113",113,"carlitos",1.07,7.44,-94.1,3,0.02,0,-0.02,-20,3,25,-3,606,-311,-132,16.7,-163,34,0.02,-0.02,0,-291,111,-122,-358,333,521,12.25323852,-70.76108375,-84.8097078,37,0,-0.02,-0.02,-234,44,-270,-559,294,-51,22.1,-63.5,-146,36,0.02,0,-0.02,196,207,-212,-17,650,464,"A"
"114",114,"carlitos",1.12,7.4,-94.1,3,0,0,0,-21,4,24,1,598,-293,-133,16.6,-163,34,0.02,-0.02,-0.02,-288,110,-123,-361,343,515,12.72421627,-70.1717217,-85.2789485,37,0,0,-0.02,-234,46,-273,-558,293,-70,22.2,-63.4,-146,36,0.02,0,-0.02,192,203,-214,-7,655,473,"A"
"115",115,"carlitos",1.15,7.39,-94.1,3,0,0,0,-22,3,24,-7,600,-309,-133,16.6,-163,34,0.02,0,-0.02,-288,110,-122,-365,338,511,13.02493063,-70.31756075,-85.05658246,37,0,-0.02,-0.02,-234,47,-272,-560,292,-69,22.3,-63.4,-146,37,0.03,-0.06,-0.02,202,207,-213,-7,654,470,"A"
"116",116,"carlitos",1.22,7.35,-94.1,3,-0.02,0,0.02,-20,2,27,1,607,-312,-133,16.5,-163,34,0.02,-0.02,-0.03,-287,108,-122,-365,340,512,13.13073959,-70.63750507,-84.71064711,37,-0.02,-0.02,-0.02,-233,47,-269,-555,298,-68,22.3,-63.4,-146,36,0,-0.02,-0.02,193,206,-215,-12,654,468,"A"
"117",117,"carlitos",1.23,7.34,-94.1,3,0,0,0,-20,5,26,-1,603,-306,-133,16.5,-163,34,0.02,-0.02,-0.02,-286,109,-124,-364,331,510,13.32663754,-70.46303572,-84.83261299,37,0,-0.02,0.02,-234,48,-271,-563,293,-71,22.4,-63.4,-146,36,0,-0.03,-0.03,189,205,-215,-10,655,463,"A"
"118",118,"carlitos",1.27,7.33,-94.1,3,0,0,0,-19,8,22,-2,604,-312,-133,16.4,-163,34,0.02,0,-0.02,-288,110,-122,-369,337,507,13.04835112,-70.10639112,-85.26057697,37,-0.02,0,0,-233,47,-272,-561,296,-67,22.3,-63.4,-146,36,0,0,-0.03,190,204,-216,-4,648,464,"A"
"119",119,"carlitos",1.32,7.28,-94.1,3,0,0,-0.03,-18,4,20,-8,599,-309,-133,16.4,-163,34,0.02,-0.02,-0.02,-288,111,-123,-372,338,517,13.00153631,-70.52797703,-84.85328202,37,0,-0.02,0.02,-235,47,-272,-559,292,-74,22.1,-63.5,-146,36,-0.02,0.02,-0.07,196,203,-214,-12,656,469,"A"
"120",120,"carlitos",1.29,7.23,-94.1,3,-0.02,0,-0.05,-19,2,22,-2,598,-306,-133,16.4,-163,34,0,-0.02,-0.02,-288,111,-122,-361,335,523,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,0.02,-234,47,-270,-557,297,-52,22.1,-63.5,-146,36,-0.02,-0.03,-0.05,195,202,-215,-9,655,469,"A"
"121",121,"carlitos",1.24,7.2,-94.1,3,-0.02,0,-0.05,-19,2,23,-6,612,-295,-133,16.3,-163,34,0.02,-0.02,-0.02,-288,110,-122,-362,346,518,13.07574259,-70.28271016,-85.07803122,37,-0.02,-0.02,0.03,-233,47,-271,-562,296,-72,22.1,-63.5,-146,36,-0.03,-0.02,-0.05,191,200,-213,-12,659,471,"A"
"122",122,"carlitos",1.12,7.15,-94,3,0,0,-0.05,-19,1,23,-8,603,-297,-133,16.2,-163,34,0.02,-0.02,0,-288,111,-123,-362,335,519,12.29776333,-70.33736693,-85.22064473,37,-0.02,0,0.03,-232,44,-270,-558,292,-70,21.9,-63.6,-146,36,0,-0.02,-0.02,192,203,-213,-11,659,465,"A"
"123",123,"carlitos",1.05,7.13,-94,3,0,0.02,-0.02,-22,1,23,-9,606,-289,-133,16.2,-163,34,0,-0.02,-0.02,-287,110,-120,-363,330,519,12.55158748,-70.52027361,-84.97560794,37,0,-0.02,0.03,-233,45,-270,-551,292,-54,21.9,-63.6,-146,37,0.02,-0.02,-0.02,199,208,-216,-16,659,460,"A"
"125",125,"carlitos",1.11,7.16,-94,3,0,0.02,-0.02,-19,4,20,-3,605,-296,-133,16,-163,34,0.02,-0.02,-0.02,-288,112,-123,-368,333,514,13.37476825,-70.03973325,-85.24085475,37,-0.02,0,0,-232,48,-271,-554,294,-67,21.5,-63.7,-146,36,0.02,0,-0.02,191,204,-214,-17,651,470,"A"
"126",126,"carlitos",1.13,7.17,-94,3,0.02,0,-0.02,-20,5,23,-9,605,-310,-133,15.9,-163,34,0.02,-0.02,-0.02,-288,110,-124,-361,337,512,13.0286334,-70.70454033,-84.67054396,37,-0.02,0,-0.02,-235,47,-271,-551,295,-61,21.5,-63.7,-146,36,0.02,-0.02,-0.02,192,204,-214,-7,659,468,"A"
"127",127,"carlitos",1.15,7.19,-94,3,0.02,0,-0.02,-19,4,23,-5,602,-306,-133,15.9,-163,34,0.02,-0.02,0,-287,110,-123,-366,331,521,13.35451266,-70.63995378,-84.64918975,37,-0.02,-0.02,0,-234,48,-270,-555,295,-73,21.4,-63.7,-145,36,0.02,0,-0.02,192,205,-214,-9,658,476,"A"
"128",128,"carlitos",1.16,7.21,-94,3,0.03,0,-0.02,-19,3,25,0,605,-306,-133,15.9,-163,34,0.03,-0.02,0,-288,111,-123,-374,337,513,12.85074981,-70.27811982,-85.14078134,37,-0.02,-0.02,-0.02,-232,46,-270,-562,294,-70,21.4,-63.7,-145,36,0.02,0,-0.02,192,205,-214,-11,647,471,"A"
"130",130,"carlitos",1.29,7.44,-93.9,3,0.06,0,0,-19,4,26,-5,598,-306,-133,15.6,-164,34,0.02,-0.02,-0.02,-286,110,-124,-371,337,514,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,36,0.02,-0.02,0,192,202,-211,-12,655,474,"A"
"131",131,"carlitos",1.38,7.6,-93.9,3,0.06,0.02,0,-19,5,25,-5,601,-300,-133,15.5,-164,34,0.02,-0.02,-0.03,-289,110,-122,-368,332,510,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,36,0.02,0.02,0,189,203,-213,-11,652,470,"A"
"132",132,"carlitos",1.4,7.64,-93.9,3,0.06,0,-0.02,-20,3,26,-5,603,-318,-133,15.5,-164,34,0.02,-0.02,-0.02,-288,109,-122,-367,333,515,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21,-63.7,-145,36,0.02,0.02,0,192,204,-216,-6,654,476,"A"
"134",134,"carlitos",1.41,7.81,-93.9,3,0.03,0,-0.02,-20,5,23,0,603,-317,-134,15.3,-164,34,0,0,-0.03,-287,111,-122,-365,336,515,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.8,-63.8,-145,36,0.02,0,-0.02,195,204,-215,-9,655,470,"A"
"136",136,"carlitos",1.44,7.73,-93.9,3,-0.02,0.02,-0.02,-21,4,21,2,610,-303,-134,15.3,-164,34,-0.02,0,-0.02,-287,111,-124,-367,336,511,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.6,-63.7,-145,36,0.03,-0.02,0,194,202,-212,-13,655,476,"A"
"138",138,"carlitos",1.49,7.44,-93.8,3,-0.02,0.02,-0.03,-18,4,22,-6,605,-320,-134,15.2,-164,34,0.02,-0.02,0,-288,110,-122,-367,335,515,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.4,-63.6,-144,36,0.02,0,-0.03,193,203,-217,-14,653,469,"A"
"140",140,"carlitos",1.42,7.26,-93.8,3,0,0,-0.03,-19,5,20,-3,600,-313,-134,15.1,-164,34,0.02,-0.03,-0.02,-288,109,-123,-360,336,521,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.3,-63.6,-144,36,0.03,0,0,193,203,-213,-8,652,462,"A"
"144",144,"carlitos",1.29,7.08,-93.8,3,0,0,-0.03,-17,3,21,-4,606,-316,-134,14.6,-164,34,0,-0.03,0,-289,112,-122,-365,334,515,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.9,-63.6,-144,36,0.02,-0.02,-0.02,195,204,-215,-4,658,471,"A"
"145",145,"carlitos",1.22,7.04,-93.8,3,0.02,0,-0.03,-17,5,22,-4,603,-315,-134,14.5,-164,34,0.02,-0.02,-0.03,-286,111,-121,-367,335,510,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.9,-63.6,-144,36,0,-0.02,-0.02,192,204,-213,-6,654,462,"A"
"146",146,"carlitos",1.23,7.03,-93.8,3,0.02,0,-0.03,-19,5,21,-2,604,-313,-134,14.5,-164,34,0.02,-0.02,-0.05,-287,111,-122,-367,335,514,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.9,-63.6,-144,36,0.02,-0.02,-0.02,193,204,-214,-9,659,466,"A"
"147",147,"carlitos",1.21,7.04,-93.8,3,0,0.02,-0.03,-19,3,22,-3,601,-312,-134,14.5,-164,34,0.02,0,-0.05,-289,111,-123,-367,334,521,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.9,-63.6,-144,36,0,-0.02,-0.05,196,206,-213,-8,655,475,"A"
"149",149,"carlitos",1.06,6.97,-93.8,3,0.02,0,-0.05,-17,3,23,-2,602,-310,-135,14.3,-164,34,0.02,-0.02,-0.02,-287,108,-123,-367,330,530,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.8,-63.5,-144,36,0.03,-0.02,0.02,193,202,-214,-14,653,472,"A"
"150",150,"carlitos",1.03,6.96,-93.8,3,0.02,0,-0.05,-18,4,23,-2,608,-304,-135,14.2,-164,34,0.02,-0.02,-0.02,-287,108,-122,-373,335,511,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.8,-63.5,-144,36,0.03,-0.02,0,191,204,-214,-8,657,476,"A"
"151",151,"carlitos",0.97,6.98,-93.8,3,0.03,-0.02,-0.05,-18,3,24,1,605,-309,-135,14.2,-164,34,0.03,-0.02,-0.02,-286,112,-121,-375,329,519,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,19.7,-63.5,-144,36,0.02,0,-0.02,194,204,-215,-7,648,472,"A"
"152",152,"carlitos",0.93,7.03,-93.8,3,0.03,0,-0.03,-20,3,25,-4,601,-308,-135,14.1,-164,34,0.03,0,-0.03,-290,110,-122,-373,333,516,54.35838085,16.23391547,-99.813275,3,0.8,4.37,-0.44,5,16,-26,-526,351,-103,19.5,-63.5,-143,36,0.02,0,-0.03,194,203,-213,-8,652,473,"A"
"153",153,"carlitos",0.92,7.06,-93.8,3,0.03,0,-0.03,-18,3,26,-2,612,-308,-135,14.1,-164,34,0.02,-0.02,-0.02,-289,111,-122,-366,334,509,57.07881998,15.95869629,-97.2567224,3,0,0.43,-0.03,5,17,-26,-519,346,-87,19.5,-63.5,-143,36,0.02,-0.02,-0.02,194,201,-214,-4,647,468,"A"
"155",155,"carlitos",0.9,7.08,-93.8,4,0.02,0,-0.02,-20,3,29,-8,604,-307,-135,13.9,-165,34,0,-0.02,0.02,-289,112,-120,-362,333,509,100.5474081,31.90242941,-44.92289294,4,-0.18,0.51,-0.05,13,35,-18,-505,375,-91,19.4,-63.4,-143,36,0.02,-0.02,0,191,205,-214,-7,655,463,"A"
"156",156,"carlitos",0.88,7.09,-93.8,3,0.02,0,-0.05,-17,5,27,-6,615,-305,-135,13.9,-165,34,0,0,0.02,-288,110,-120,-363,328,510,100.5474081,31.90242941,-44.92289294,4,-0.18,0.51,-0.05,13,35,-18,-505,375,-91,19.3,-63.4,-143,36,0.02,0,-0.03,191,205,-215,-12,656,470,"A"
"158",158,"carlitos",0.85,7.07,-93.8,4,0.02,0,-0.05,-19,3,29,0,606,-304,-135,13.8,-165,34,0.02,-0.02,0.02,-287,109,-122,-369,335,515,103.4620508,19.46523119,-49.24857659,5,-0.22,0.51,-0.15,9,40,-22,-489,392,-73,19,-63.5,-143,36,0.02,-0.02,-0.02,193,204,-214,-6,650,475,"A"
"159",159,"carlitos",0.84,7.09,-93.8,3,0.03,0.02,-0.03,-19,5,28,-4,603,-304,-135,13.8,-165,34,0,0,0,-287,109,-122,-372,330,513,101.1974236,17.43114302,-52.4777116,5,-0.16,0.5,-0.2,9,44,-26,-486,397,-65,19.1,-63.5,-143,36,0.02,-0.03,0,193,204,-212,-13,651,472,"A"
"160",160,"carlitos",0.88,7.23,-93.8,4,0.03,0,0,-21,4,30,-4,610,-301,-135,13.8,-165,34,-0.02,-0.02,0,-288,111,-122,-363,338,511,101.1974236,17.43114302,-52.4777116,5,-0.16,0.5,-0.2,9,44,-26,-486,397,-65,19,-63.5,-143,36,0,-0.02,-0.02,192,203,-211,-7,655,464,"A"
"162",162,"carlitos",0.98,7.3,-93.8,4,0.03,0,-0.02,-21,4,28,0,606,-307,-135,13.8,-165,34,-0.02,-0.02,-0.02,-286,109,-123,-370,338,510,117.1941746,23.24646846,-31.79857956,6,-0.13,0.42,-0.15,14,56,-19,-470,404,-69,19,-63.4,-143,36,0.02,0,-0.02,193,202,-213,-7,655,471,"A"
"163",163,"carlitos",0.99,7.34,-93.8,4,0.03,0,-0.02,-21,3,28,-6,603,-293,-135,13.8,-165,34,-0.02,-0.02,0,-287,111,-123,-367,336,518,123.7075443,27.6039401,-18.27130115,6,-0.14,0.4,-0.11,15,52,-10,-473,415,-68,19,-63.4,-143,36,0.02,-0.03,-0.02,195,203,-216,-16,653,466,"A"
"164",164,"carlitos",1,7.37,-93.8,3,0.03,0,-0.02,-19,4,28,-1,609,-309,-135,13.8,-165,34,-0.02,-0.02,0,-287,112,-122,-360,335,512,122.7417762,29.1380372,-17.64712749,6,-0.14,0.39,-0.11,18,59,-11,-467,421,-71,19,-63.4,-143,36,0,-0.02,-0.02,189,202,-213,-12,654,469,"A"
"165",165,"carlitos",1.01,7.38,-93.8,4,0.03,0,-0.02,-19,2,29,0,612,-303,-135,13.8,-165,34,0,-0.02,0.02,-289,113,-122,-369,339,527,118.1,29.6,-24.6,6,-0.14,0.35,-0.07,18,57,-15,-464,422,-63,19,-63.4,-143,36,0.02,0,-0.02,195,205,-213,-10,653,475,"A"
"167",167,"pedro",129,28.7,1.53,21,-0.51,-0.03,-0.43,-45,68,-185,14,565,-410,-167,-9.75,151,25,-0.05,-0.02,-0.1,-212,-77,-86,-427,355,461,-93.11186058,-36.07828575,50.22203639,3,0.42,-0.13,-0.03,-11,-25,15,494,-560,-151,83.5,-1.76,108,35,0.08,-0.03,-0.05,152,235,-197,-144,747,633,"A"
"168",168,"pedro",129,28.9,1.07,21,-0.53,-0.02,-0.46,-42,70,-184,9,555,-393,-168,-9.79,150,25,-0.05,-0.03,-0.08,-217,-75,-87,-432,356,454,-101.6058237,-21.97222611,50.00949399,5,0.61,-0.08,-0.05,-10,-39,22,495,-557,-137,83.5,-1.6,108,35,0.08,-0.02,0,152,235,-198,-146,744,640,"A"
"171",171,"pedro",129,28.9,0.78,21,-0.5,-0.03,-0.46,-41,70,-189,10,560,-401,-168,-9.67,150,25,-0.08,-0.05,-0.05,-216,-75,-88,-430,356,450,-63.19692458,37.60114853,80.15875839,6,0.72,-0.02,-0.15,23,-37,45,497,-567,-113,83.3,-1.44,107,35,-0.03,-0.06,-0.11,157,237,-193,-143,750,639,"A"
"172",172,"pedro",129,28.8,0.56,21,-0.48,-0.03,-0.46,-44,68,-186,13,559,-402,-169,-9.44,149,25,-0.05,-0.03,-0.07,-217,-74,-90,-436,359,452,-35.00783839,19.72604823,116.4709172,8,0.72,0.02,-0.15,16,-28,75,489,-568,-95,83,-0.93,107,34,0.1,-0.1,-0.02,154,226,-191,-147,751,633,"A"
"173",173,"pedro",129,28.8,0.51,21,-0.47,-0.03,-0.48,-42,69,-186,3,561,-407,-169,-9.4,149,25,-0.06,-0.05,-0.11,-216,-77,-88,-428,358,450,-37.8529583,23.62425587,111.8050552,8,0.74,-0.02,-0.18,19,-30,73,491,-565,-89,83.1,-0.82,107,35,0.08,-0.05,-0.02,157,236,-192,-148,751,631,"A"
"174",174,"pedro",129,28.8,0.5,21,-0.47,-0.05,-0.48,-41,69,-185,4,568,-402,-169,-9.37,149,25,-0.06,-0.03,-0.11,-215,-79,-88,-429,353,469,-35.63049267,18.71240629,116.4377824,9,0.77,-0.03,-0.28,16,-30,79,485,-569,-85,83.1,-0.73,107,35,0.08,-0.08,-0.05,153,235,-193,-153,756,638,"A"
"175",175,"pedro",129,28.6,0.78,21,-0.4,-0.05,-0.46,-42,67,-186,4,564,-400,-170,-9.28,148,25,-0.05,-0.05,-0.1,-216,-77,-88,-426,355,460,-28.97517014,6.598193217,127.3199636,9,0.77,-0.13,-0.34,6,-26,87,485,-566,-74,82.9,-0.56,107,34,0.08,-0.03,-0.05,153,227,-191,-153,751,642,"A"
"179",179,"pedro",128,28.7,0.85,21,-0.5,-0.05,-0.46,-46,70,-183,1,568,-405,-171,-9.23,147,25,-0.05,-0.05,-0.08,-216,-74,-87,-430,353,455,-10.06653219,12.82545526,140.7409482,11,0.58,0.1,-0.39,14,-11,108,468,-578,-45,82.7,-0.67,106,34,0.08,0.05,-0.05,151,223,-196,-150,754,650,"A"
"180",180,"pedro",128,28.8,0.77,21,-0.51,-0.03,-0.46,-45,68,-187,-4,564,-400,-172,-9.23,147,25,-0.05,-0.05,-0.05,-216,-75,-86,-433,355,459,-2.836887421,18.0626014,138.7907476,11,0.48,0.13,-0.28,19,-3,104,470,-567,-45,82.7,-0.68,106,34,0.06,0,-0.03,151,222,-194,-155,758,647,"A"
"182",182,"pedro",128,28.8,0.67,21,-0.45,-0.03,-0.44,-43,69,-185,-1,566,-408,-172,-9.22,146,25,-0.05,-0.06,0.03,-218,-70,-87,-435,360,469,-42.84574286,-1.122910524,114.2172102,9,0.35,0.06,-0.03,-1,-37,81,459,-583,-48,82.6,-0.9,106,35,0.08,0,-0.02,152,240,-184,-148,746,651,"A"
"183",183,"pedro",128,28.6,0.78,20,-0.4,-0.03,-0.44,-44,68,-183,1,565,-392,-172,-9.22,146,25,-0.06,-0.03,-0.03,-216,-73,-88,-436,355,446,-42.45143963,22.28477886,108.4418031,10,0.48,-0.03,-0.15,22,-41,88,458,-586,-45,82.5,-0.77,106,34,0.16,-0.05,-0.05,158,227,-183,-149,754,657,"A"
"184",184,"pedro",128,28.6,0.86,21,-0.4,-0.03,-0.44,-46,69,-184,-2,568,-407,-172,-9.19,146,25,-0.06,-0.02,-0.02,-215,-73,-88,-438,361,455,-37.6742285,23.44968017,112.0619456,11,0.45,-0.1,-0.18,24,-38,93,454,-584,-49,82.5,-0.69,107,34,0.16,-0.05,0.02,152,227,-186,-151,751,651,"A"
"186",186,"pedro",128,28.5,0.95,21,-0.39,-0.02,-0.44,-44,68,-184,5,561,-399,-172,-9.13,145,25,-0.06,0,-0.02,-215,-73,-89,-429,362,461,-48.64626212,13.0229409,106.4200986,12,0.43,-0.16,-0.28,15,-54,101,458,-586,-44,82.6,-0.58,107,34,0.22,-0.03,0,153,230,-188,-148,751,646,"A"
"187",187,"pedro",129,28.4,0.98,21,-0.4,-0.02,-0.43,-45,70,-186,3,567,-384,-172,-9.1,145,25,-0.06,-0.02,-0.03,-219,-77,-87,-434,363,450,-43.26190002,17.55883586,109.9336377,12,0.43,-0.18,-0.36,20,-48,102,456,-584,-49,82.7,-0.56,107,34,0.24,0,-0.02,146,227,-190,-150,756,643,"A"
"189",189,"pedro",129,28.2,1.32,21,-0.43,-0.03,-0.44,-43,69,-184,6,568,-390,-173,-8.75,144,25,-0.08,-0.05,-0.07,-218,-79,-88,-434,357,447,-40.43208654,9.583718772,115.3964837,10,0.45,-0.21,-0.3,9,-37,86,463,-578,-45,82.1,-0.72,107,34,0.06,0.02,-0.11,149,230,-196,-148,746,656,"A"
"191",191,"pedro",129,28.1,1.45,21,-0.4,-0.03,-0.46,-45,69,-185,5,569,-400,-174,-8.65,144,25,-0.08,-0.05,-0.05,-217,-77,-87,-425,353,450,-27.65777757,20.90487645,122.0712331,9,0.47,-0.22,-0.26,19,-25,86,470,-568,-49,81.9,-0.83,107,35,0.05,0.03,-0.1,154,229,-197,-147,748,659,"A"
"192",192,"pedro",129,28.1,1.5,21,-0.42,-0.03,-0.48,-47,69,-187,2,570,-399,-174,-8.63,144,25,-0.06,-0.05,-0.08,-215,-77,-87,-430,362,449,-24.47814054,21.08562974,124.4842447,9,0.45,-0.19,-0.21,19,-22,86,472,-577,-37,81.9,-0.84,107,34,0.05,0,-0.08,155,229,-194,-146,751,659,"A"
"193",193,"pedro",129,28.1,1.59,21,-0.43,-0.03,-0.46,-47,69,-185,9,563,-388,-174,-8.55,144,25,-0.08,-0.08,-0.08,-216,-77,-88,-425,355,449,-34.77387824,16.04244826,118.4938874,10,0.43,-0.13,-0.13,15,-32,87,479,-573,-39,81.9,-0.86,107,34,0.1,0.02,-0.03,152,229,-192,-147,749,656,"A"
"194",194,"pedro",129,28.1,1.63,21,-0.43,-0.03,-0.44,-44,69,-184,0,564,-400,-174,-8.48,144,25,-0.1,-0.08,-0.07,-215,-77,-85,-429,359,452,-37.20402256,15.02480607,116.6765307,10,0.43,-0.13,-0.13,14,-34,86,474,-566,-52,81.9,-0.88,107,35,0.11,0.02,-0.03,154,231,-194,-152,750,654,"A"
"195",195,"pedro",129,28.1,1.65,21,-0.43,-0.03,-0.44,-44,69,-185,-3,567,-400,-174,-8.42,144,25,-0.1,-0.08,-0.03,-217,-78,-86,-432,357,451,-37.63476913,10.52014379,117.8584684,10,0.45,-0.13,-0.16,10,-35,88,475,-569,-35,81.9,-0.87,107,35,0.13,0,-0.02,158,233,-193,-144,751,661,"A"
"198",198,"pedro",129,28,1.85,21,-0.4,-0.03,-0.43,-46,69,-183,7,565,-400,-174,-7.93,144,25,-0.13,-0.06,0.02,-217,-78,-84,-435,361,443,-36.14756337,7.508824506,120.0894639,10,0.48,-0.13,-0.03,7,-33,87,475,-574,-40,82.1,-0.79,107,34,0.14,0,0.02,155,233,-188,-149,750,658,"A"
"201",201,"pedro",129,28,1.97,21,-0.43,-0.03,-0.46,-44,68,-187,9,565,-390,-175,-7.39,143,25,-0.11,-0.05,-0.08,-216,-75,-90,-422,362,445,-32.23723077,17.79833095,119.9385741,11,0.48,-0.14,-0.11,19,-34,100,473,-561,-32,82.2,-0.39,107,34,0.14,-0.1,-0.02,153,229,-186,-152,757,657,"A"
"202",202,"pedro",129,28,2.09,21,-0.43,-0.03,-0.44,-47,68,-187,4,564,-408,-175,-7.15,143,25,-0.1,-0.05,-0.02,-219,-74,-88,-426,361,454,-33.62702056,14.18907058,120.3605401,11,0.45,-0.14,-0.11,15,-35,99,486,-561,-22,82.1,-0.26,107,34,0.18,0.03,-0.1,160,227,-188,-156,755,658,"A"
"204",204,"pedro",129,27.9,2.2,21,-0.42,-0.03,-0.44,-45,70,-186,5,569,-400,-176,-7.03,143,25,-0.08,-0.05,-0.03,-215,-77,-90,-428,360,456,-32.6935205,16.12691755,120.3548899,10,0.48,-0.08,-0.26,16,-32,93,482,-563,-20,82,-0.23,107,34,0.14,0.02,-0.05,153,230,-187,-155,753,666,"A"
"207",207,"pedro",129,27.9,2.32,21,-0.42,-0.03,-0.44,-47,69,-186,3,564,-399,-176,-7.03,143,25,-0.02,-0.05,-0.05,-216,-77,-90,-426,360,454,-29.69769938,12.13865161,124.8553952,10,0.47,-0.1,-0.23,12,-29,94,479,-563,-25,81.7,-0.32,107,34,0.14,0,-0.13,154,226,-183,-159,754,671,"A"
"208",208,"pedro",129,27.9,2.35,21,-0.43,-0.03,-0.44,-47,71,-183,6,569,-407,-176,-7.04,142,25,-0.03,-0.05,-0.07,-213,-79,-92,-425,366,454,-31.68858092,10.06890624,123.7223996,10,0.47,-0.08,-0.23,10,-31,94,483,-562,-23,81.6,-0.31,107,33,0.14,0,-0.1,150,220,-184,-149,752,677,"A"
"209",209,"pedro",129,27.9,2.35,21,-0.43,-0.03,-0.46,-48,70,-186,7,565,-405,-8.81,15.9,10.7,3,0.5,0.4,-0.43,-3,-12,23,-418,319,494,-26.58608945,12.22910194,127.6906541,11,0.47,-0.05,-0.2,13,-28,102,479,-565,-14,81.6,-0.33,107,34,0.14,0.02,-0.03,158,225,-181,-160,754,674,"A"
